"name"	"taxRank"	"taxID"	"Max"	"C4.16S.txt.cladeReads.."	"lineage"
"Methylophaga pinxianii"	"S"	2881052	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Methylophaga"
"Piscirickettsiaceae><wbr>Thiomicrorhabdus><wbr>Thiomicrorhabdus heinhorstiae"	"S"	2748010	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Thiomicrorhabdus"
"Piscirickettsiaceae><wbr>Thiosulfativibrio><wbr>Thiosulfativibrio zosterae"	"S"	2675053	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Thiosulfativibrio"
"Piscirickettsiaceae><wbr>Thiosulfatimonas><wbr>Thiosulfatimonas sediminis"	"S"	2675054	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Thiosulfatimonas"
"Francisellaceae"	"F"	34064	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales"
"Francisella"	"G"	262	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Fastidiosibacteraceae><wbr>Cysteiniphilum><wbr>Cysteiniphilum marinum"	"S"	2774191	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Fastidiosibacteraceae>Cysteiniphilum"
"Thiotrichales incertae sedis><wbr>Thioflexithrix><wbr>Thioflexithrix psekupsensis"	"S"	1570016	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Thiotrichales&nbsp;incertae&nbsp;sedis>Thioflexithrix"
"Legionellales><wbr>Legionellaceae><wbr>Legionella"	"G"	445	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Legionellales>Legionellaceae"
"Legionella waltersii"	"S"	66969	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella anisa"	"S"	28082	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella rubrilucens"	"S"	458	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella gresilensis"	"S"	91823	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Xanthomonadales><wbr>Xanthomonadaceae"	"F"	32033	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Xanthomonadales"
"Xanthomonas><wbr>Xanthomonas cissicola"	"S"	86186	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xylella><wbr>Xylella fastidiosa><wbr>Xylella fastidiosa subsp. multiplex"	"-"	644357	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xylella>Xylella&nbsp;fastidiosa"
"Lysobacter><wbr>Lysobacter concretionis"	"S"	262325	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Pseudoxanthomonas><wbr>Pseudoxanthomonas japonensis"	"S"	69284	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Pseudoxanthomonas"
"Cardiobacteriales"	"O"	135615	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria"
"Cardiobacteriaceae><wbr>Cardiobacterium><wbr>Cardiobacterium hominis"	"S"	2718	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Cardiobacterium"
"Cardiobacteriaceae><wbr>Cardiobacterium><wbr>Cardiobacterium valvarum"	"S"	194702	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Cardiobacterium"
"Ostreibacteriaceae><wbr>Ostreibacterium><wbr>Ostreibacterium oceani"	"S"	2654998	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Ostreibacteriaceae>Ostreibacterium"
"Ignatzschineriaceae><wbr>...><wbr>Wohlfahrtiimonas chitiniclastica DSM 18708"	"-"	1123502	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Ignatzschineriaceae>Wohlfahrtiimonas>Wohlfahrtiimonas&nbsp;chitiniclastica"
"Pseudomonadales><wbr>Pseudomonadaceae><wbr>Pseudomonas"	"G"	286	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Pseudomonas fluorescens group><wbr>Pseudomonas marginalis"	"S"	298	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonadales><wbr>...><wbr>Stutzerimonas stutzeri"	"S"	316	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group>Stutzerimonas&nbsp;stutzeri&nbsp;subgroup"
"Pseudomonadales><wbr>...><wbr>Marinobacter salinexigens"	"S"	2919747	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Aeromonadales><wbr>...><wbr>Anaerobiospirillum succiniciproducens"	"S"	13335	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae>Anaerobiospirillum"
"Aeromonadales><wbr>...><wbr>Succinimonas amylolytica"	"S"	83769	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae>Succinimonas"
"Aeromonadales><wbr>...><wbr>Succinivibrio dextrinosolvens"	"S"	83771	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae>Succinivibrio"
"Aeromonadales><wbr>...><wbr>Aeromonas salmonicida subsp. smithia"	"-"	80745	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida"
"Aeromonadales><wbr>...><wbr>Aeromonas simiae"	"S"	218936	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonadales><wbr>...><wbr>Oceanisphaera profunda"	"S"	1416627	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanisphaera"
"Methylococcales><wbr>Methylococcaceae><wbr>Methylomonas"	"G"	416	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylococcales><wbr>...><wbr>Methylosarcina quisquiliarum"	"S"	105973	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylosarcina"
"Methylococcales><wbr>...><wbr>Methylosoma difficile"	"S"	392711	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylosoma"
"Cellvibrionales><wbr>...><wbr>Cellvibrio fontiphilus"	"S"	1815559	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Cellvibrio"
"Cellvibrionales><wbr>...><wbr>Porticoccus hydrocarbonoclasticus MCTG13d"	"-"	1415778	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cellvibrionales>Porticoccaceae>Porticoccus>Porticoccus&nbsp;hydrocarbonoclasticus"
"Nevskiales><wbr>Nevskiaceae><wbr>Solimonas"	"G"	413435	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Nevskiales>Nevskiaceae"
"Nevskiales><wbr>...><wbr>Algiphilus acroporae"	"S"	2834409	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Nevskiales>Algiphilaceae>Algiphilus"
"Nevskiales><wbr>...><wbr>Steroidobacter flavus"	"S"	1842136	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Nevskiales>Steroidobacteraceae>Steroidobacter"
"Moraxellales><wbr>...><wbr>Acinetobacter oleivorans"	"S"	1148157	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Moraxellales><wbr>Moraxellaceae><wbr>Moraxella"	"G"	475	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae"
"Moraxellales><wbr>...><wbr>Psychrobacter adeliensis"	"S"	219742	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter"
"Gammaproteobacteria incertae sedis><wbr>...><wbr>Celerinatantimonas yamalensis"	"S"	559956	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Gammaproteobacteria&nbsp;incertae&nbsp;sedis>Celerinatantimonadaceae>Celerinatantimonas"
"Gammaproteobacteria incertae sedis><wbr>Gallaecimonas><wbr>Gallaecimonas pentaromativorans"	"S"	584787	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Gammaproteobacteria&nbsp;incertae&nbsp;sedis>Gallaecimonas"
"Orbales><wbr>...><wbr>Gilliamella apicola"	"S"	1196095	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Orbales>Orbaceae>Gilliamella"
"Arenicellales><wbr>...><wbr>Perspicuibacter marinus"	"S"	1459949	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Arenicellales>Arenicellaceae>Perspicuibacter"
"Alphaproteobacteria"	"C"	28211	0.2032	0.2032	"cellular&nbsp;organisms>Bacteria>Pseudomonadota"
"Hyphomicrobiales><wbr>Methylobacteriaceae><wbr>Methylobacterium"	"G"	407	0.059	0.059	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae"
"Methylobacterium phyllostachyos"	"S"	582672	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium cerastii"	"S"	932741	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium komagatae><wbr>Methylobacterium komagatae DSM 19563"	"-"	1122234	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>Methylobacterium&nbsp;komagatae"
"Methylobacterium persicinum"	"S"	374426	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium aerolatum"	"S"	418708	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium jeotgali"	"S"	381630	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Hyphomicrobiales><wbr>...><wbr>Bartonella bacilliformis"	"S"	774	0.0295	0.0295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Bartonellaceae>Bartonella"
"Hyphomicrobiales><wbr>...><wbr>Bartonella grahamii"	"S"	33045	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Bartonellaceae>Bartonella"
"Hyphomicrobiales><wbr>...><wbr>Tistlia consotensis USBA 355"	"-"	560819	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhodovibrionaceae>Tistlia>Tistlia&nbsp;consotensis"
"Hyphomicrobiales><wbr>...><wbr>Bosea massiliensis 63287"	"-"	1197712	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Boseaceae>Bosea>Bosea&nbsp;massiliensis"
"Hyphomicrobiales><wbr>...><wbr>Cohaesibacter haloalkalitolerans"	"S"	1162980	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Cohaesibacteraceae>Cohaesibacter"
"Hyphomicrobiales><wbr>...><wbr>Roseibium aquae"	"S"	1323746	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Stappiaceae>Roseibium"
"Rhodospirillales><wbr>...><wbr>Swaminathania salitolerans"	"S"	182838	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Swaminathania"
"Rhodobacterales"	"O"	204455	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria"
"Paracoccaceae"	"F"	31989	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales"
"Paracoccus><wbr>Paracoccus mutanolyticus"	"S"	1499308	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Paracoccaceae>Paracoccus"
"Paracoccus><wbr>Paracoccus chinensis"	"S"	525640	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Paracoccaceae>Paracoccus"
"Tabrizicola><wbr>Tabrizicola flagellatus"	"S"	2593021	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Paracoccaceae>Tabrizicola"
"Limibaculum><wbr>Limibaculum halophilum"	"S"	1902428	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Paracoccaceae>Limibaculum"
"Rubricella><wbr>Rubricella aquisinus"	"S"	2028108	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Paracoccaceae>Rubricella"
"Rickettsiales><wbr>...><wbr>Occidentia massiliensis"	"S"	752179	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Occidentia"
"Rickettsiales><wbr>Anaplasmataceae"	"F"	942	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rickettsiales"
"Sphingomonadales><wbr>...><wbr>Sphingobium fluviale"	"S"	2506423	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingomonadales><wbr>...><wbr>Sphingomonas panacis"	"S"	1560345	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Caulobacterales><wbr>...><wbr>Brevundimonas bullata"	"S"	13160	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Betaproteobacteria><wbr>Burkholderiales"	"O"	80840	0.1246	0.1246	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria"
"Sutterellaceae"	"F"	995019	0.08195	0.08195	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales"
"Sutterella"	"G"	40544	0.04589	0.04589	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Sutterellaceae"
"Sutterella massiliensis"	"S"	1816689	0.02622	0.02622	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Sutterellaceae>Sutterella"
"Parasutterella><wbr>Parasutterella excrementihominis"	"S"	487175	0.0295	0.0295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Sutterellaceae>Parasutterella"
"Burkholderiaceae><wbr>Paraburkholderia"	"G"	1822464	0.0295	0.0295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Paraburkholderia dipogonis"	"S"	1211383	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Burkholderiaceae><wbr>Polynucleobacter"	"G"	44013	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Alcaligenaceae><wbr>Pelistega><wbr>Pelistega indica"	"S"	1414851	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Pelistega"
"Betaproteobacteria><wbr>Neisseriales><wbr>Neisseriaceae"	"F"	481	0.02622	0.02622	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales"
"Neisseria"	"G"	482	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae"
"Neisseria lactamica"	"S"	486	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria wadsworthii><wbr>Neisseria wadsworthii 9715"	"-"	1030841	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria>Neisseria&nbsp;wadsworthii"
"Eikenella><wbr>Eikenella longinqua"	"S"	1795827	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae>Eikenella"
"Eikenella><wbr>Eikenella exigua"	"S"	2528037	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae>Eikenella"
"Conchiformibius><wbr>Conchiformibius steedae"	"S"	153493	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae>Conchiformibius"
"Betaproteobacteria><wbr>...><wbr>Thauera humireducens"	"S"	1134435	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Thauera"
"FCB group><wbr>Bacteroidota/Chlorobiota group"	"-"	68336	18.89	18.89	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Bacteroidota"	"P"	976	18.84	18.84	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group"
"Bacteroidia"	"C"	200643	18.65	18.65	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota"
"Bacteroidales"	"O"	171549	18.53	18.53	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia"
"Bacteroidaceae"	"F"	815	11.73	11.73	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales"
"Phocaeicola"	"G"	909656	9.208	9.208	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Phocaeicola vulgatus"	"S"	821	8.68	8.68	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola"
"Phocaeicola vulgatus ATCC 8482"	"-"	435590	2.583	2.583	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola>Phocaeicola&nbsp;vulgatus"
"Phocaeicola sartorii"	"S"	671267	0.05572	0.05572	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola"
"Phocaeicola sartorii JCM 17136 = DSM 21941"	"-"	1236515	0.05245	0.05245	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola>Phocaeicola&nbsp;sartorii"
"Phocaeicola dorei"	"S"	357276	0.03606	0.03606	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola"
"Phocaeicola faecicola"	"S"	2739389	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola"
"Phocaeicola abscessus><wbr>Phocaeicola abscessus CCUG 55929"	"-"	1204719	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola>Phocaeicola&nbsp;abscessus"
"Phocaeicola massiliensis"	"S"	204516	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola"
"Phocaeicola faecalis"	"S"	2786956	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola"
"Phocaeicola paurosaccharolyticus"	"S"	732242	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Phocaeicola"
"Bacteroides"	"G"	816	2.239	2.239	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Bacteroides stercoris><wbr>Bacteroides stercoris ATCC 43183"	"-"	449673	1.216	1.216	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;stercoris"
"Bacteroides uniformis"	"S"	820	0.1803	0.1803	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides luti"	"S"	1297750	0.1803	0.1803	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides xylanisolvens><wbr>Bacteroides xylanisolvens XB1A"	"-"	657309	0.06556	0.06556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;xylanisolvens"
"Bacteroides luhongzhouii"	"S"	2650158	0.06228	0.06228	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides intestinalis"	"S"	329854	0.03606	0.03606	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides thetaiotaomicron"	"S"	818	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides acidifaciens"	"S"	85831	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides ovatus"	"S"	28116	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides rodentium><wbr>Bacteroides rodentium JCM 16496"	"-"	1236512	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;rodentium"
"Bacteroides caecigallinarum"	"S"	1411144	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
